event_id,original_event_id,version,asset,status,date,state,completed_work,work_to_do,delays,delay_comment,delay_duration,location,team_id,locked
2201,2201,1,DT5258,Complete,2023-07-31 16:15,Breakdown,"435821396- shannhan- low transs oil level, replaced trans level sensor.",nil,No Delay,nil,0,AOZ / Calpad,2,0
2202,2202,1,DT5252,Complete,2023-07-31 16:17,Breakdown,"435821691- jamie- low trans oil level, topped up.",nil,No Delay,nil,0,Hill Crib,2,0
2203,2203,1,DT5703,Complete,2023-07-31 16:18,Breakdown,"435821860-jamie- drivers door hard to close, adjusted door striker and sent.",nil,No Delay,nil,0,Hill Crib,2,0
2204,2204,1,WT3446,Complete,2023-07-31 16:19,Breakdown,"435821857- jamie- loose offside mirror, tightened and sent.",nil,No Delay,nil,0,Hill Crib,2,0
2205,2205,1,DT5178,Complete,2023-07-31 16:20,Breakdown,"435821856-shannhan- machine was at the calpad straight after from service and auto techs called in saying bottom estop and service brake sensor faulty, replaced both adn machine sent for barrel run",nil,Rework,stright from service,2,AOZ / Calpad,2,0
2206,2206,1,WT3446,Complete,2023-07-31 16:22,Planned On Track,Work in Progress- completed by michelle and michelle.,Step 7 Service ,No Delay,nil,0,Hill Crib,2,0
2207,2175,3,DT5123,In Process,2023-07-31 16:53,Planned On Track,Service done - Chas insp done - Hose insp done - Hydraulic hoses done - Cab blind done - Boily repairs done - ,Cab pressure low 20Pa - Hand back checks ,No Delay,0,0,Workshop Bay 10,2,0
2208,2208,1,DT5230,Complete,2023-07-31 22:02,Breakdown,DT5230 - Missing red ladder release knob - 435822111 - Replaced,In Progress,Wait on Parts,Wait for 10871706 to be picked - slow response from warehouse,1,Hill Crib,2,0
2209,2171,3,WT3442,Complete,2023-07-31 20:28,Breakdown,"WT3442 - Hyd oil leak reported - 435820774 - Water filled in truck and tested, no leaks",Completed,No Delay,Nil,0,Apron Bay 9,2,0
2210,2066,10,DT5198,In Process,2023-08-01 04:49,Breakdown,"DT5198-30000h Repl Finl Driv - LHR - 5259002613 - RHR - 525902616 - Finals deliverd @2030, continue with prep and instalment. Fitted RHS - continue plumbing and torquing. Requires trans filler cap to be replaced (parts ordered but not found)",In Progress,Wait on Parts,"Only final drives delivered @ 9, had to request further to receive all the  Orings, bolts etc to start fitting final drive - received at 0130",8,Apron Bay 12,2,0
2211,2211,1,DT5200,Complete,2023-08-01 05:07,Planned On Track,Work in Progress,Step 7 DT5200 - 1830,No Delay,Nil,0,Hill Crib,2,0
2212,2175,4,DT5123,Complete,2023-07-31 21:15,Planned On Track,"Sorted out cab pressure, sent to Otraco",Otraco to do pos 1 - 2 rotation,No Delay,none,0,Otraco,2,0
2213,2213,1,T312,Complete,2023-08-01 00:10,Breakdown,T312 - low fuel pressure + low power - 435822218 - Found connector near filters was loose. Cleaned and reconnected,Completed,No Delay,Nil,0,Hill Crib,2,0
2214,2214,1,DT5178,Complete,2023-07-31 22:02,Breakdown,DT5178 faults at calpad - 435821856 - Hand brake not releasing correctly. Found this truck has the feature where you need to place your foot on the brake to engage gear - NFF,In Progress,No Delay,Nil,0,Hill Crib,2,0
2215,2215,1,DT5184,In Process,2023-08-01 04:21,Planned On Track,"Step 4 service 90% and back logs done, fixed HMU leak - Moved to bay 9","Inspect FSS hoses, Tray shim insp, steer links - Had a shut in June - cylinders, bellcrank and links look new? - Otraco",No Delay,none,0,Workshop Bay 9,2,0
2216,2216,1,DT5189,Complete,2023-07-31 23:43,Breakdown,"DT5189 - Pos 1 oil leak concern headed to hill after fuel up - Oil leak is minor, sent",In Progress,No Delay,Nil,0,Hill Crib,2,0
2217,2217,1,DT5230,Complete,2023-08-01 01:20,Breakdown,DT5230 436854503 Tray up lights U/S - Fault requires more time for diag work (will plan in). Lights work when switched on - send it,In Progress,No Delay,Nil,0,Hill Crib,2,0
2218,2218,1,WT3435,Complete,2023-08-01 03:24,Breakdown,"WT3435 Massive water leak - 435822277 - 3"" bellow leaking - replaced as required.",Completed,Rework,New bellow found to be leaking,5,Hill Crib,2,0
2219,2000,12,DT5183,In Process,2023-08-01 04:15,Planned On Track,"Couldn't see any boily work to be done on hatches, Power train hoses, FSS system charged, run up","Rear strut, Check for leaks, Start demob, get Bay 8 ready for TA8502",No Delay,none,0,Workshop Bay 11,2,0
2220,2090,8,DT5260,In Process,2023-08-01 04:47,Planned On Track,"Modified all the keeper plates, tapped holes, fit top pins, fit grease lines and purged, did tray shimming, had to use a fair few shims in front pads, front of tray sitting slightly to the left but will be fine","sent to Otraco, Needs to have Pos 4 brake cooling pipe replaced or repaired - No parts - 320-8799 used serial SSP00296",No Delay,none,0,Apron Bay 11,2,0
2221,2221,1,DT5186,Complete,2023-08-01 04:48,Breakdown,DT5186 Oil Leak - 435822522 - No concerning leak found. Sent back to work,Completed,No Delay,Nil,0,Standby Line,2,0
2222,2222,1,DT5174,In Process,2023-08-01 07:26,Breakdown,DT5174 - Steering Issues,Have Not Attended,Labour not available,"Truck Went Down at End of shift, did not attend before handover period",1,Standby Line,2,0
2223,2223,1,DT5209,In Process,2023-08-01 06:56,Planned On Track,Work in Progress,"Step 8, Backlogs and Pre-outage insp - AUTOLAND - called for start of dayshift",,,,Running in Pit,2,0
2224,2000,13,DT5183,In Process,2023-08-01 15:51,Planned On Track,Right Rear Strut removed and bushes removed,Install new bushes - Fit strut - Connect all components - Calibrate ride strut- Run up and get machine hot to check all other repairs ,Wait on Tooling,Did not have jack to support chassis of machine,3,Workshop Bay 11,2,0
2225,2215,2,DT5184,In Process,2023-08-01 09:45,Planned On Track,FSS checks - Tray shims ,sent,Wait on Tooling,Tool not available and not suitable for bell crank change out ,2,Workshop Bay 9,2,0
2226,2143,5,ST2006,Complete,2023-08-01 15:51,Planned On Track,Hoses changed out and machine returned to mining ,Complete ,No Delay,0,0,Workshop Bay 8,2,0
2227,2090,9,DT5260,In Process,2023-08-01 16:49,Planned On Track,Removed Oil pipe - Repaired Pipe - Filled oil and tested - Set tray SNUB and position sensor calibration ,Check if Tray position sensor and SNUB setting is complete  -Send to Otraco for fitment of rear inner tyre ,Wait on Ext Services,Waiting for Otraco to remove tyres in the morning and then to finish other work so the truck could go back to them in the arvo ,2,Apron Bay 10,2,0
2228,2223,2,DT5209,In Process,2023-08-01 16:55,Planned On Track,Service 90% - Hose Inspect done - Chassis Insp done - Air intake test done ,Carry on with service and back logs - Window repairs - Fuel relay - Outage inspection - AC vent - Auto Calibrations ,Wait on Equipment Delivery,Mining delivered truck late ,2,Workshop Bay 1,2,0
2229,2229,1,TA8502,In Process,2023-08-01 16:48,Planned On Track,Truck set up in bay ,Start with outage work - Timber decking - P4 final drive - Remote control upgrade - P3 Fnal drive - Oil in coolant - See email form Brett Riddet - Check location of parts and start staging them ,Wait on Equipment Delivery,Mining could not deliver till 3pm - also had to be washed before delivery ,9,Workshop Bay 8,2,0
2230,2222,2,DT5174,Complete,2023-08-01 16:10,Breakdown,"435822472-jimmy- went down for steering issues, changed out hmu, tested and steering correctly again.",nil,No Delay,nil,0,Standby Line,2,0
2231,2231,1,DT5252,Complete,2023-08-01 16:28,Breakdown,435822724- dandy- went down for tray damage and pos 1 hub inspection. cleaned mag plug as noti to change corner out in system and tray right to keep going.,nil,Wait on Access,there was a backlog of people to be escorted into the aoz and had to wait.,2,AOZ / Calpad,2,0
2232,2232,1,DT5258,Complete,2023-08-01 16:31,Breakdown,"dandy- engine noise, found an exhaust tube cracked and causing noise right to keeep going.",nil,No Delay,nil,0,AOZ / Calpad,2,0
2233,2233,1,DT5704,Complete,2023-08-01 16:33,Breakdown,"435822730- michelle- went down for oil leaks, were just residual oil leaks from previous repairs.",nil,No Delay,nil,0,Hill Crib,2,0
2234,2234,1,DT5123,Complete,2023-08-01 16:34,Breakdown,"435822726- kevin- found tensioner seized and belt snapped, replaced both.",nil,No Delay,nil,0,Hill Crib,2,0
2235,2235,1,DT5177,Complete,2023-08-01 16:36,Breakdown,"435823041- dandy- went down for tos sensor fault, found diff canon plug slightly loose and tghtened.",nil,No Delay,nil,0,AOZ / Calpad,2,0
2236,2236,1,DT5123,Complete,2023-08-01 16:38,Breakdown,"435823047- kaitlin- went down for no cab pressure and seat not pumping, found cab pressure was all gravy and electrical plug to seat unplugged.",nil,No Delay,nil,0,Hill Crib,2,0
2237,2237,1,DT5259,Complete,2023-08-01 16:39,Breakdown,435823052- jamie- at service found hot seating gate latch broken and brought to workshop to have the boily repair.,nil,No Delay,nil,0,Apron Bay 10,2,0
2238,2238,1,DT5701,Complete,2023-08-01 16:40,Breakdown,"435823049- kaitlin- cab blind fitted backwards, swapped to correct way.",nil,Rework,installed wrong by planned team.,1,Hill Crib,2,0
2239,2239,1,DT5189,Complete,2023-08-01 16:41,Breakdown,435823053- dandy- went down for fss tag out of date.,nil,Operator Error,tech inspected and was stamped correctly for 3 days ago when the service was done,1,Hill Crib,2,0
2240,2240,1,DT5704,Complete,2023-08-01 16:42,Breakdown,otraco unscheduled tyre work,nil,Wait on Ext Services,otraco unscheduled tyre work,5,Otraco,2,0
2241,2241,1,DT5123,Complete,2023-08-01 16:43,Breakdown,435823399-dandy- went down for tray stuck half way when tipping founnd lift solenoid on hoist valve deutsch plug to have come apart and replaced plug.,nill,No Delay,nil,0,Hill Crib,2,0
2242,2215,3,DT5184,Complete,2023-08-01 16:48,Planned On Track,Finished FSS checks - Checked boily work on deck - Checked and repaired oil leak at steering filter - Checked and adjusted tray shims - Sent to Otraco for tyre rotation and pos 6 valve repair,Completed ,Wait on Tooling,Did not have suitable tooling to complete Bell crank job ,2,Workshop Bay 9,2,0
2243,2243,1,DT5233,Complete,2023-08-01 16:46,Breakdown,"435823400- shannhan, jacob- hyd oil leak pos 3/4. brake charge filter leaking at the bottom plug.",nil,No Delay,nil,0,Rabbits,2,0
2244,2131,6,WT3447,In Process,2023-08-01 16:50,Breakdown,435818912- sydney- fitted new water pump but was having dramas connecting to the wds screen to update software.,nil,Rework,Wait on westrac,12,Workshop Bay 13,2,0
2245,2066,11,DT5198,In Process,2023-08-01 16:51,Breakdown,"435819583- asi, crispine- installed left hand final and coninued install.",continue final change outs.,No Delay,nil,0,Apron Bay 12,2,0
2246,2246,1,DT5259,Complete,2023-08-01 16:52,Planned On Track,"Work in Progress- completed by michelles, injector didnt need replacing no code active., found hot seating gate broken and sent to workshop for repairs.",Step 3 DT5259 + Fuel Inj CO  - 0830,No Delay,nil,0,Hill Crib,2,0
2247,2131,7,WT3447,In Process,2023-08-01 22:03,Breakdown,"Sydney has done and upgrade but software upgrade couldn't be done. Tested sprays and all working, sent to work until tomorrow to catch up with it.","Catch up with truck to try software upgrade again, went down for airhorn not working, sent for horn 10pm",No Delay,none,0,Workshop Bay 13,2,0
2248,2248,1,DT5234,Complete,2023-08-01 20:19,Breakdown,FSS top up,"Gauge in cab had info tag mentioning it is faulty, has a noti in already",No Delay,none,0,Hill Crib,2,0
2249,2249,1,DT5177,Complete,2023-08-01 20:19,Breakdown,Not going into gear,"Replaced gear lever, ordered new to restock KANBAN",No Delay,none,0,Hill Crib,2,0
2250,2250,1,WT3435,Complete,2023-08-02 01:15,Breakdown,"Water Bellow Split, replaced bellow and made new rubber gaskets",sent,No Delay,none,0,Hill Crib,2,0
2251,2090,10,DT5260,Complete,2023-08-02 01:58,Planned On Track,"Replaced snapped link for SNUB, tested and all good. Sent to Otraco 930pm","Over at Otraco, sent to go line 2am",No Delay,None,0,Otraco,2,0
2252,2252,1,DT5176,Complete,2023-08-02 01:14,Breakdown,"Diesel leak RHS engine, Replaced fuel line o-ring",Sent,No Delay,none,0,High Wall,2,0
2253,2229,2,TA8502,In Process,2023-08-02 00:16,Planned On Track,"Set up bay with parts and board, removed old timbers, boily welded gussets into new brackets for timbers","Continue with trailer repairs, trailer can be lowered if need be",No Delay,none,0,Workshop Bay 8,2,0
2254,2223,3,DT5209,Complete,2023-08-02 01:50,Planned On Track,"Finished off service, completed backlogs, gassed up pos4 strut, test drive",At Otraco for pos 1/2 rotation,No Delay,none,0,Otraco,2,0
2255,2066,12,DT5198,In Process,2023-08-02 01:54,Breakdown,"Hoses made up (supplied ones too short), all plumbed up, awaiting Otraco","Awaiting Otraco for tyres, Start dogbone",Wait on Ext Services,Otraco had a couple breakdowns and low on labour,7,Apron Bay 12,2,0
2256,2000,14,DT5183,In Process,2023-08-02 09:11,Planned On Track,"Fitted pos 4 strut and bushes, grease lines fitted and purged, pin guards installed, hose clamps and fitting installed on diff","Commissioning and A/C gas up, SW needs to be ticked off - Other commissioning - Steering bleed up and test - strut checks and heights - Brake commissioning",No Delay,none,0,Workshop Bay 11,2,0
2257,2257,1,WT3435,Complete,2023-08-02 02:56,Breakdown,"Replaced split bellow, sent to fill with water, came up with WDS fault. Sprays not working","Found a switch was off, sent back to work",No Delay,none,0,Hill Crib,2,0
2258,2258,1,T312,Complete,2023-08-02 08:29,Breakdown,"Drivers window won't go up, needs new reg",Info tag in cab - Ketchup,No Delay,none,0,Hill Crib,2,0
2259,1725,13,DT4124,Complete,2023-08-02 08:07,Overrun,Removed as RE and planning work on how to repair a frame,Removed as RE and planning work on how to repair a frame,No Delay,none,0,Apron Bay 12,2,0
2260,2131,8,WT3447,Complete,2023-08-02 08:29,Breakdown,"435823984- dandy- went to machine for front brake overstroke, pushed pin back in and checked over brakes no fault found. noti in system for westrac to come and inspect on the 26th this month. ",nil,No Delay,nil,0,Workshop Bay 13,2,0
2261,2261,1,DT5702,In Process,2023-08-02 08:42,Planned On Track,Work in Progress,Step 8 service and tray C/O - CALLED,,,,Running in Pit,2,0
2262,2261,2,DT5702,In Process,2023-08-02 09:12,Planned On Track,Truck washed and running checks complete - Service started ,Carry on with service and start prep for tray change out - Also other backlogs - Seat change etc ,No Delay,0,0,Workshop Bay 10,2,0
2263,2263,1,DT5184,Complete,2023-08-02 08:50,Breakdown,"dandy- went down for oil leak pos 1, was actually a/c drain.",nil,Operator Error,operator error as this was the a/c drain dripping water out. normal function.,1,High Wall,2,0
2264,2264,1,DT5703,Complete,2023-08-02 08:51,Breakdown,shannhan- mirro adjustemnt.,nil,No Delay,nil,0,Hill Crib,2,0
2265,2265,1,DT5252,In Process,2023-08-02 08:52,Breakdown,"shannhan- went down at fuel bullet where fuel tech found large oil leak, had it sent to park up bay.",repair oil leak,No Delay,nil,0,AOZ / Calpad,2,0
2266,2266,1,DT5704,Complete,2023-08-02 09:07,Planned On Track,Work in Progress- completed. michelles,Step 3 DT5704 - 1830,No Delay,nil,0,Hill Crib,2,0
2267,2229,3,TA8502,In Process,2023-08-02 09:13,Planned On Track,Some pass outs completed for Boily - Started repairs to brackets for deck timbers ,Continue with outage work as per gant  - Please see email regarding Remote control upgrades...and email forwarded from Brett Riddet ,No Delay,0,0,Workshop Bay 8,2,0
2268,2268,1,DT4150,In Process,2023-08-02 09:07,Breakdown,"jimmy, westrac- paycal issues",continue,Wait on Tooling,westrac only team with vimspc,2,Standby Line,2,0
2269,2269,1,DT5484,In Process,2023-08-02 10:42,Breakdown,Did tuff test,Did more stuff,Wait on Access,Couldnt get into stuff,2,OB24 Workshop Bay 1,4,0
2270,2270,1,DT5200,Complete,2023-08-02 12:34,Breakdown,Hayley- Topped up hyd oil level.,none,No Delay,None,0,OB35 Park Up,2,0
2271,2271,1,DT5209,Complete,2023-08-02 15:02,Breakdown,Jacob- Adjusted front strut pressures.,None,No Delay,None,0,AOZ / Calpad,2,0
2272,2272,1,WT3076,Complete,2023-08-02 14:41,Breakdown,Krish- Weld broken bracket that supports a/c compressor.,None,No Delay,None,0,Hill Crib,2,0
2273,2268,2,DT4150,In Process,2023-08-03 16:32,Breakdown,"T21- Westrac- paycal issues. Westrac returned with vims program and cable, still unable to talk to machine.",Continue,Wait on Ext Services,Westrac have escalated issue for advice for repair.,11,Standby Line,2,0
2274,2066,13,DT5198,In Process,2023-08-02 16:46,Breakdown,"Dave/Troy- Removed dogbone pin, fitted new bushes. Refitted dogbone and fitted new pin.","Fit pin locking plate, bleed brakes, drain diff oil to correct level, check auto grease, and send to Otraco to refit Pos 5 tyre.",No Delay,None,0,Apron Bay 12,2,0
2275,2265,2,DT5252,Complete,2023-08-02 15:48,Breakdown,Zen- Replaced cracked brake cooling pipe block on brake cooler and filled hyd oil.,None,No Delay,None,0,Apron Bay 11,2,0
2276,2000,15,DT5183,In Process,2023-08-02 16:25,Planned On Track,"Randy, Clarence - Drained and charged struts, charged the air con system, turned on the config, commission brake system, corrected oil levels, fill up grease sytem.",Auto lube pressure low fault. QA to be done by the supervisor/step up.,Wait on Tooling,The strut charge tool not pumping oil.,3,Apron Bay 11,2,0
2277,2261,3,DT5702,In Process,2023-08-02 16:40,Planned On Track,"Julia, Alison, Emm, Jonathan-Previous crew completed the running checks, but they were not updated in SW. completed service, seat c/o, induction pressure test",Prep for tray c/o happening at 7am,No Delay,No Delays,0,Workshop Bay 10,2,0
2278,2229,4,TA8502,In Process,2023-08-02 16:46,Planned On Track,"Iggy, Freddy, Sam, Boily- High pressure wash machine, jacked machine for final drive change out- Otraco has been informed",Remove both final drive and install new once,Wait on Operator,Machine needed to be repositioned to allow final drive c/o ,4,Workshop Bay 8,2,0
2279,2000,16,DT5183,Complete,2023-08-03 03:56,Planned On Track,"Vusi, Nick DONE-Auto lube pressure low fault, diagnose pump defective, replaced pump, re sealed cab pressure filter, checked oils, runup, Q&A.",Completed,Early Component Failure,Grease pump failed,4,Apron Bay 11,2,0
2280,2261,4,DT5702,In Process,2023-08-03 04:59,Planned On Track,"John Q, Job, Andrew, DONE-Completed SVC, installed air filters, installed sun visor, replaced steering hose(valve), checked & topped up oils, moved truck out of Bay 10 to Bay1, Prep for tray c/o happening at 7am, removed hoist pins, hoist cylinder disconnected & secured, removed grease lines & tray position sensor, Alternator belt  & tensioner replaced, repaired horn, truck is on go line good to go.","TO DO-Tray C/O, bring back to shop, finish SVC & backlogs",No Delay,None,0,Standby Line,2,0
2281,2229,5,TA8502,In Process,2023-08-03 04:54,Planned On Track,"Nick, Vusi, Otto DONE-Removed Tyres from P4 wheel end, removed Axle, mounting bolts & hosing, removed wheel end & placed on deck behind tray, Boily continued to remove & repaired deck & hand rails","TO DO-Continue fitting replacing wheel ends, & trailer repairs.",No Delay,None,0,Workshop Bay 8,2,0
2282,2282,1,DT5230,In Process,2023-08-03 04:47,Planned On Track,"Jabulani, Chris, Chris Abdul, DONE-SVC completed, Elec insp & elec backlogs completed, Chassis insp, hose insp, TC pipe.","TO DO-Drain diff oil for flushing (screen contaminated, Diff is 6W old), check oils, run up, verify strut heights, backlogs, Axle shaft c/o, steering cylinders c/o, Tyre rotation.",No Delay,None-,0,Workshop Bay 10,2,0
2283,2283,1,DT5703,Complete,2023-08-02 23:05,Breakdown,"436870845 | Park brk sensor issue | Jazmin - Left rear park brake pressure sensor was voltage below normal, replaced the sensor and checked wiring. Ran up and tested new sensor fault gone. bye",-,No Delay,None,0,Hill Crib,2,0
2284,2284,1,DT5186,Complete,2023-08-02 23:05,Breakdown,436870817 | P1 Grinding Noise | Lipson - Checked P1 magnetic plug no filings found Oil on level All greasing points are well greased Took machine for test drive no noise detected Machine released,-,Operator Error,No Grinding noise was heard by maintainer after going to a test drive for 1 Hr,2,Hill Crib,2,0
2285,2285,1,DT5196,Complete,2023-08-03 02:57,Breakdown,"436870805 | Ladder Dropping Twice | Lipson - Replaced leaking fitting for the ladder, refilled all oils, repaired cab pressure gauge, and leaking SOS lines.",-,No Delay,None,0,Hill Crib,2,0
2286,2286,1,DT5178,In Process,2023-08-03 04:54,Breakdown,"436870796 | Tertiary Speed Sensor Fault | Jazmin -| Code 2710-8 Engine Tertiary Speed Sensor: Abnormal Frequency, Pulse Width, or Period is causing auto faults and derating/stopping machine auto tech has been diagnosing for a few hours and this fault seems to be the cause. Inspected the sensor and it is not the issue. The tertiary sensor doesn't cause the engine to derate or shut down. ",Waiting for auto techs to continue diagnosing the fault.,Wait on Ext Services,Waiting for the auto techs to get back out to the truck to continue diagnosing the issues Only 1 auto tech on nightshift that doesn't have a pit permit.,2,AOZ / Calpad,2,0
2287,2287,1,WC20,Complete,2023-08-03 02:55,Planned On Track,Step 1 Svc- 0500 | Mabel & Marco | Completed the odd step and returned to work | Repaired the RHR Indicator light,Completed,No Delay,None,,Running in Pit,2,0
2288,2066,14,DT5198,Complete,2023-08-03 04:57,Breakdown,"Fit pin locking plate, bleed brakes, drain diff oil to correct level, check auto grease, and send to Otraco to refit Pos 5 tyre.",Completed | Need to get to the call pad ,Wait on Ext Services,Need to get calibrated before going back to work,4,Apron Bay 12,2,0
2289,2289,1,WT3443,Complete,2023-08-03 04:52,Breakdown,Checked the water cannon and it goes up and down.,Completed,No Delay,None,0,Hill Crib,2,0
2290,2290,1,DT5177,Complete,2023-08-03 05:24,Breakdown,436873750 | Passenger Door Not Closing | Marco - Adjusted the passenger door and got over 50KPA and returned to workshop.,-,No Delay,None,0,Hill Crib,2,0
2291,2291,1,DT5183,In Process,2023-08-03 05:03,Breakdown,436873797 | Steering Fault | Lipson | Steering feels like it is turning to the opposite way that they want to go to.,Continue diagnosing the steering fault.,Labour not available,Handover period.,1,Hill Crib,2,0
2292,2292,1,DT4150,Complete,2023-08-03 07:45,Breakdown,Zen- Air start machine.,None,No Delay,None,0,Hill Crib,2,0
2293,2293,1,DT5232,Complete,2023-08-03 08:27,Breakdown,"Troy- Operator has put their hard hat behind the seat, and it has caused fuse cover to come off and bent the fuse for the windows. Replaced fuse for windows.",Repair,Operator Error,"Operator has put there hard hat behind the seat, and it has caused fuse cover to come of and bent the fuse for the windows.",1,Hill Crib,2,0
2294,2291,2,DT5183,Complete,2023-08-03 16:20,Breakdown,Dave- Fitted mounts to HMU replaced steering column shaft and uni joint due to incorrect alignment and damage to the spline.,None,Rework,HMU fitted incorrectly.,9,Standby Line,2,0
2295,2295,1,DT5185,Complete,2023-08-03 09:33,Breakdown,"Zen, Door popping open while driving. Unable to fault this door, we do not this it was closed correctly in the first place. ",None,Operator Error,"Unable to fault this door, we do not this it was closed correctly in the first place. ",0.5,Hill Crib,2,0
2296,2269,2,DT5484,Active,2023-08-03 10:05,Breakdown,did more stuff,do more stuff,Labour not available,didnt show up,2,OB24 Workshop Bay 1,4,0
2297,2286,2,DT5178,Complete,2023-08-03 11:05,Breakdown,Auto Tech- Software issue offer 1.8.9 CFH Upgrade.,None,Wait on Ext Services,Auto Tech issues after software update.,12,AOZ / Calpad,2,0
2298,2298,1,DT5701,In Process,2023-08-04 04:44,Breakdown,Steve- Low power issue. Chassis data link issue.,Diagnose.,No Delay,None,0,Hill Crib,2,0
2299,2299,1,DT5309,Complete,2023-08-03 16:23,Breakdown,Troy- Welled cracked bonnet supports. Adjusted fire suppression line so that it is not rubbing. Secured started isolator switch.,None,Wait on Equipment Delivery,Wait for equipment to be recovered from AOZ pit.,1,Apron Bay 9,2,0
2300,2300,1,DT5258,In Process,2023-08-03 16:41,Breakdown,Jacob- Pos 4 turbo u/s. Removed turbo.,Replace turbo. Repair LH bank exhaust manifold leak.,No Delay,None,0,OB35 AMA,2,0
2301,2301,1,DT5233,Complete,2023-08-03 17:15,Breakdown,Troy- Resealed fan hoses on fan cooling motor. Topped up steering and engine oil.,None,Rework,"New hoses fitted, bolts loose.",3.5,Centre Pit,2,0
2302,2261,5,DT5702,In Process,2023-08-03 17:07,Planned On Track,"Nawa, Emm and Justin- Removed pivot pins, removed old tray, installed new tray, installed hoist pins whilst waiting for the operator to bring machine down to the shop.","Tray shimming, connect grease lines, manual grease, change main fuel filters (the once on the machine are faulty), snub . check over, QA RTW. ",Wait on Operator,Waiting for the operator to move machine to the workshop,3,Standby Line,2,0
2303,2268,3,DT4150,Complete,2023-08-03 16:37,Breakdown,"T21- Westrac- paycal issues. Westrac returned with vims program and cable, still unable to talk to machine. Mining using machine, raised future event ",Paycal update.,Wait on Ext Services,"Westrac have escalated issue again, unable to connect to machine.",11,Standby Line,2,0
2304,2282,2,DT5230,In Process,2023-08-03 16:45,Planned On Track,"Julia, Ali, Jona, Clarance- Removed and installed both axle shafts, drained diff oil, Removed LHR strut, changed hoses. ","Install new strut, hydraulic tank guard, strut cals, ",No Delay,No delays,0,Workshop Bay 10,2,0
2305,2229,6,TA8502,In Process,2023-08-03 17:08,Planned On Track,"Iggy, Freddy, Sam- Installed final drive, axle shaft, connected all the brake cooling hoses and tubes, removed final drive cover for Pos 3, started removing brake cooler and engine oil coolers.","Remove and install Pos 3 Final drive,",Wait on Ext Services,Waiting for Otraco to install Pos 4 Tyres so that we can start on Pos 3.,6,Workshop Bay 8,2,0
2306,2306,1,DT5178,In Process,2023-08-04 04:30,Breakdown,Auto Tech- Software issue offer 1.8.9 CFH Upgrade | Auto techs believe the tertiary speed sensor is faulty. Have ordered the sensor out of FX10.,"Get and fit sensor, handball back to auto techs once completed.",Wait on Ext Services,Auto techs trying to repair the fault. || Waiting on parts delay STF FX10 No stock of 10500292 in warehouse,10,AOZ / Calpad,2,0
2307,2282,3,DT5230,In Process,2023-08-04 04:58,Planned On Track,"John Q, Job, Liberty DONE-Replaced Chaffed brake pipe, fitted LHR strur bushs, installed LH R strut, rear strut CALs done, attempted to fit guard didn't align.","TO DO-Cab pressure, grease LHR strut, Q&A, Tyres",No Delay,None,0,Workshop Bay 10,2,0
2308,2261,6,DT5702,In Process,2023-08-04 04:45,Planned On Track,"Vusi, Nick, Scott DONE-Fitted new fuel filters, tray shimming, grease lines to hoist cylinders & injector blocks, purge new grease lines, Started Q7A and found some hoses, fan motor need replacing.","TP DO-parts ordered 4.15am, fit two hoses (will show on handover), fit new RAX fan motor, fit new hyd suction hump hoses (not ordered) as per WO 417810586, audit grease, calibrate payload finish Q7A, Time comp air con guard, P1 brake cooling hose, RAX hoses",Wait on Parts,"Rear curved tray pads, couldn't locate, have removed from tray at tray yard.",3,Apron Bay 12,2,0
2309,2229,7,TA8502,In Process,2023-08-04 04:50,Planned On Track,"Otto, Jeromy Boily (Mader) DONE-Otraco fitted and inflated P5, Final drive no studs (have been ordered to fit P6, removed P3 P4, removed all plumbing, all in trolley, Removed P3 FD, set up new P3 on Hedweld, old final in stand, Boily finished Deck repaired RH hand rail","TO DO-Studs ready for collection gate 1, fit up new FD & plump, wash old FD and RTW, top up FDs & Diff once finished, bleed brakes, front handrail, battery box, storage box, Backlogs Q&A",No Delay,None,0,Workshop Bay 8,2,0
2310,2310,1,DT5703,In Process,2023-08-04 04:48,Planned On Track,"Jabulani, Abdul, Chris x 2, Step 6 DONE-SVC, hose insp, Chassis insp, Elec insp, 2 x steering hoses, 1 x TC hose","TO DO- Check oils & verify struts height, brake cooling hoses, fly wheel insp cover, FSS Chubb, tray support (boily, Otraco, Q7Amainly hoses, FSS 52W, Tyre rotation,",Wait on Ext Services,Wash pad was out had to wash by hand,,Workshop Bay 1,2,0
2311,2311,1,DT5232,Complete,2023-08-04 04:37,Breakdown,Cabin Side Mirror Smashed | Marco | Ordered and replace the glass for the mirror and returned to work.,-,Higher Priority Work,Completing other breakdowns,1,Hill Crib,2,0
2312,2312,1,DT5176,In Process,2023-08-04 04:58,Breakdown,"436880370 | Transmission oil leak | Marco - Leak coming from the tube for the park brake to the brake control valve. Tube has been removed from machine, will need to be repaired as there are none in WAIO.","Repair the tube, Fit tube and top up oils. - QA ",Higher Priority Work,Completing other breakdowns. Replacing mirror.,1,Hill Crib,2,0
2313,2313,1,DT5177,Complete,2023-08-04 04:26,Breakdown,"436880444 | ARC Switch U/S | Kevin - ARC switch not working when being switched. Found the throttle position sensor was still activated when the accelerator was decompressed, adjust the throttle pedal and got the throttle position percentage to read zero.",-,Wait on Operator,Wanted an operator to take the truck for a test drive. But no operator turned up so we returned it back to work. Yolo,1,Hill Crib,2,0
